name,artist,tags,genre,valence,energy,danceability,acousticness,tempo,spotify_preview_url,spotify_id,tags_list,mood_tags,mood_text
Money Folder,Madvillain,"rap, hip_hop",Rap,0.831,0.718,0.681,0.484,92.571,https://p.scdn.co/mp3-preview/80c064172f2607933e6f926c12a2ee52d8a55773?cid=774b29d4f13844c495f206cafdad9c86,147WPaIvJ7oDXgfQR5QIsz,"['rap', 'hip_hop']",[],
Blame It,Jamie Foxx,"dance, soul, hip_hop, rnb, male_vocalists, 00s",,0.362,0.614,0.673,0.0782,176.052,https://p.scdn.co/mp3-preview/97d51ba563a024d39d76c2eb3296a9f090023a2c?cid=774b29d4f13844c495f206cafdad9c86,08uGhvS5MfBk7crUCpnjva,"['dance', 'soul', 'hip_hop', 'rnb', 'male_vocalists', '00s']",['dance'],dance
Hands Up,Lloyd Banks,"rap, hip_hop",,0.618,0.777,0.791,0.0946,95.0,https://p.scdn.co/mp3-preview/516ac56cc698c3fd0e51d9d280fa444e6fe7219a?cid=774b29d4f13844c495f206cafdad9c86,0fuFPUPHiBUFLHHdvDf4Ws,"['rap', 'hip_hop']",[],
Who Shot Ya,The Notorious B.I.G.,"rap, 90s, hip_hop",Rap,0.645,0.744,0.845,0.194,91.693,https://p.scdn.co/mp3-preview/044473e34db422f262323cdc14feccadb2282c02?cid=774b29d4f13844c495f206cafdad9c86,0OjzGgfS0CUEHVW0xOcfkU,"['rap', '90s', 'hip_hop']",[],
When The Music Stops,Eminem,"rap, hip_hop",,0.0927,0.551,0.762,0.05,93.037,https://p.scdn.co/mp3-preview/a28bd5faf0c79f4eccb1f260bcc3f830fdcdb91e?cid=774b29d4f13844c495f206cafdad9c86,0t4x0bj1rQXvY4Vy73Xi4z,"['rap', 'hip_hop']",[],
The Way You Move,OutKast,"dance, rap, hip_hop, funk, rnb, 00s",,0.637,0.594,0.867,0.136,125.988,https://p.scdn.co/mp3-preview/d6668e71999f3b077f19325868d476c371f387bf?cid=774b29d4f13844c495f206cafdad9c86,072o3kUgI6HOYbMQdRLDvQ,"['dance', 'rap', 'hip_hop', 'funk', 'rnb', '00s']",['dance'],dance
Caribou Lou,Tech N9ne,"rap, hip_hop",Rap,0.792,0.776,0.745,0.238,178.06,https://p.scdn.co/mp3-preview/04620567689706410fbc62c5becbc87e8ce168e5?cid=774b29d4f13844c495f206cafdad9c86,0hr5BmwWCFZbsPCxWQJDmX,"['rap', 'hip_hop']",[],
My House,Flo Rida,"pop, hip_hop, american",Pop,0.704,0.691,0.682,0.0256,93.986,https://p.scdn.co/mp3-preview/afa94edef4dec2eda16e99153ccd513ef4306d06?cid=774b29d4f13844c495f206cafdad9c86,0SO90QbgYapmhmHkydbT9g,"['pop', 'hip_hop', 'american']",[],
Keep You Much Longer,Akon,"chillout, hip_hop, rnb, love",RnB,0.577,0.945,0.711,0.16,120.022,https://p.scdn.co/mp3-preview/1c351c53549934bb92973d9310000d4e22e3a2c5?cid=774b29d4f13844c495f206cafdad9c86,1kiAXXEYooMvsFWyYaDhof,"['chillout', 'hip_hop', 'rnb', 'love']","['chillout', 'love']",chillout love
Lucifer,Jay-Z,"rap, hip_hop",Metal,0.839,0.927,0.551,0.0508,171.4,https://p.scdn.co/mp3-preview/62761aa3b8572da2626d8212bbee937ab64124e4?cid=774b29d4f13844c495f206cafdad9c86,05VHidqx1tV6V7MsCdAIby,"['rap', 'hip_hop']",[],
"Nuthin' But a ""G"" Thang",Dr. Dre,"rap, 90s, hip_hop",,0.68,0.704,0.817,0.00939,94.627,https://p.scdn.co/mp3-preview/8a663febb3b18d2d61d1c53066e8c1741f4a3d48?cid=774b29d4f13844c495f206cafdad9c86,1qaZx6y94LiMy2KdhHxRTy,"['rap', '90s', 'hip_hop']",[],
Guns Are Drawn,The Roots,"rap, hip_hop, funk",Rap,0.702,0.644,0.933,0.0599,97.138,https://p.scdn.co/mp3-preview/c188158970447c24d3231d03b3c771fd7746f215?cid=774b29d4f13844c495f206cafdad9c86,0edwUEmx9H3MBkGivRsls2,"['rap', 'hip_hop', 'funk']",[],
Wonder Woman,Trey Songz,"soul, rap, hip_hop, rnb, male_vocalists",,0.377,0.537,0.714,0.0687,103.757,https://p.scdn.co/mp3-preview/a1cee9ed8cc081b32aa60679ec9f0b6f8fb12da0?cid=774b29d4f13844c495f206cafdad9c86,0TA7cyPe6AZlToXjOuZIq1,"['soul', 'rap', 'hip_hop', 'rnb', 'male_vocalists']",[],
How Many Mics,Fugees,"rap, 90s, hip_hop",Rap,0.802,0.522,0.79,0.1,82.923,https://p.scdn.co/mp3-preview/fc7db7f56d367676c9ecae04e952b702c1437fd4?cid=774b29d4f13844c495f206cafdad9c86,1DsJw9U55zPRJRGaCg1nGf,"['rap', '90s', 'hip_hop']",[],
St. Elsewhere,Gnarls Barkley,"soul, hip_hop, funk, rnb",,0.589,0.861,0.592,0.0133,146.243,https://p.scdn.co/mp3-preview/8e205e5c65162809acf90c1d57feca657093286d?cid=774b29d4f13844c495f206cafdad9c86,02NDo3Vywdl5U2QPeIk9iB,"['soul', 'hip_hop', 'funk', 'rnb']",[],
Rock Bottom,Eminem,"rap, 90s, hip_hop",Rap,0.388,0.643,0.858,0.0879,92.051,https://p.scdn.co/mp3-preview/9069c75ae977d20ff282ce0d2934898365b2be66?cid=774b29d4f13844c495f206cafdad9c86,1OoVM5W5FvOFmmWs5o2GHa,"['rap', '90s', 'hip_hop']",[],
Sucka Nigga,A Tribe Called Quest,"rap, 90s, hip_hop",Rap,0.937,0.608,0.813,0.323,86.249,https://p.scdn.co/mp3-preview/936c7a66d79fe0d23c82e8cdbaa9529305b2e368?cid=774b29d4f13844c495f206cafdad9c86,00kzvfgY3tqUVzWSTPDC17,"['rap', '90s', 'hip_hop']",[],
Where The Hood At,DMX,"rap, hip_hop",,0.757,0.958,0.713,0.168,93.035,https://p.scdn.co/mp3-preview/a09fbf585e5630f566aa7b8fbb5b210ef91d4c53?cid=774b29d4f13844c495f206cafdad9c86,004KvRU9Kjxb8Jis3Jy8JI,"['rap', 'hip_hop']",[],
Never Let Me Down,Kanye West,"soul, rap, hip_hop, 00s",,0.643,0.816,0.459,0.423,80.293,https://p.scdn.co/mp3-preview/3b6483a11468a5e1f53cf5ee7a55976c9ee78fbf?cid=774b29d4f13844c495f206cafdad9c86,06TqBu4Vi2DEu2F2wNTEnb,"['soul', 'rap', 'hip_hop', '00s']",[],
Let's Get High,Dr. Dre,"rap, hip_hop",,0.498,0.85,0.905,0.055,99.375,https://p.scdn.co/mp3-preview/b5001d840e3c91e69678f278c902d11f169d8c8d?cid=774b29d4f13844c495f206cafdad9c86,0EZMXJMWf0tLKRWwCiA6Sx,"['rap', 'hip_hop']",[],
You Make Me Wanna...,Usher,"90s, hip_hop, american, rnb",RnB,0.946,0.621,0.757,0.016,164.09,https://p.scdn.co/mp3-preview/eb361e93c1d270881719c6911214a03b4be80371?cid=774b29d4f13844c495f206cafdad9c86,077qgGMfFz6xvf0FwzOTOk,"['90s', 'hip_hop', 'american', 'rnb']",[],
FML,Kanye West,"rap, post_rock, hip_hop, rnb",,0.12,0.415,0.527,0.329,125.357,https://p.scdn.co/mp3-preview/d3f56c2690b6d9ab2c5bbd80493ae6ce74e88d6f?cid=774b29d4f13844c495f206cafdad9c86,30Zcjs7pgEkmJA1lEbGSWT,"['rap', 'post_rock', 'hip_hop', 'rnb']",[],
Trapped,Proof,"rap, hip_hop",,0.323,0.823,0.702,0.198,160.995,https://p.scdn.co/mp3-preview/f15bd3a54ed1967e7ec0f3df14bd1594359c4daa?cid=774b29d4f13844c495f206cafdad9c86,3lvFqVaJ96wx4ZtzUASL2M,"['rap', 'hip_hop']",[],
Shortie Like Mine,Bow Wow,"rap, hip_hop, rnb",,0.526,0.609,0.722,0.0239,142.176,https://p.scdn.co/mp3-preview/c383a09f6d0b12d2c6d33de86a5dffc2fd47b0ce?cid=774b29d4f13844c495f206cafdad9c86,0q29nSzs0phljXCKWN20qQ,"['rap', 'hip_hop', 'rnb']",[],
Rich Off Cocaine,Rick Ross,"rap, hip_hop, beautiful, lounge, chill",Rap,0.512,0.735,0.466,0.0848,176.304,https://p.scdn.co/mp3-preview/508758854082938fcae070820bb06c095136c885?cid=774b29d4f13844c495f206cafdad9c86,0hiaiy1uDjIGk6D2oUCXQ5,"['rap', 'hip_hop', 'beautiful', 'lounge', 'chill']","['beautiful', 'chill']",beautiful chill
Spaceship,Kanye West,"soul, rap, hip_hop, american",,0.652,0.773,0.522,0.513,178.073,https://p.scdn.co/mp3-preview/29320c3fa9b978f37ce064f2b36a5f9f555d68fd?cid=774b29d4f13844c495f206cafdad9c86,0RuJD7YfBO2gvj6smWkAgR,"['soul', 'rap', 'hip_hop', 'american']",[],
Kim,Eminem,"rap, hip_hop, 00s",Country,0.0778,0.923,0.587,0.0216,142.075,https://p.scdn.co/mp3-preview/e71c7c489624ad084fac7d1346444ec5d2b2119c?cid=774b29d4f13844c495f206cafdad9c86,1A7e7NCXfxe4l5WLosF1On,"['rap', 'hip_hop', '00s']",[],
Rap Promoter,A Tribe Called Quest,"rap, 90s, hip_hop",Rap,0.554,0.459,0.867,0.00846,97.464,https://p.scdn.co/mp3-preview/5bf69372fd94368b04c5886e7f378d1f17a011dd?cid=774b29d4f13844c495f206cafdad9c86,6CCIqr8xROr3jTnXf4GI3B,"['rap', '90s', 'hip_hop']",[],
Pass the Mic,Beastie Boys,"rap, 90s, hip_hop, funk",Rap,0.56,0.875,0.626,0.066,167.962,https://p.scdn.co/mp3-preview/52698d6a3d22b0934327fa7930cca9aba1e41e49?cid=774b29d4f13844c495f206cafdad9c86,6AFVDL8O6Hg5AmDjNIpQ8r,"['rap', '90s', 'hip_hop', 'funk']",[],
Formation,Beyoncé,"rap, hip_hop, rnb",Electronic,0.81,0.611,0.733,0.00463,61.145,https://p.scdn.co/mp3-preview/d3511dfefd3ea9cc3aeced50fdea8d6aa2695ea8?cid=774b29d4f13844c495f206cafdad9c86,6BOh92QF6cAvNjH9SRYJxL,"['rap', 'hip_hop', 'rnb']",[],
SpottieOttieDopaliscious,OutKast,"soul, chillout, rap, hip_hop, funk",,0.789,0.713,0.858,0.00334,124.845,https://p.scdn.co/mp3-preview/c6b4b689f652d7ef620add1baec15bd3f88395c5?cid=774b29d4f13844c495f206cafdad9c86,0zCMJtCj2AzVUNla1q2OTN,"['soul', 'chillout', 'rap', 'hip_hop', 'funk']",['chillout'],chillout
Big Ego's,Dr. Dre,"rap, hip_hop",,0.479,0.81,0.828,0.601,88.675,https://p.scdn.co/mp3-preview/c6540d9fd7554940107c5cddde7d12e5fb37a6a9?cid=774b29d4f13844c495f206cafdad9c86,1Iuyh9gpAIylZkoAL10GxT,"['rap', 'hip_hop']",[],
Drive Slow,Kanye West,"soul, rap, hip_hop, chill",,0.491,0.688,0.761,0.0156,87.957,https://p.scdn.co/mp3-preview/28ff65829b97715daec20c10c362da78f2c7dca8?cid=774b29d4f13844c495f206cafdad9c86,3wV8AAihbgBOrXPRJmbwBE,"['soul', 'rap', 'hip_hop', 'chill']",['chill'],chill
Get Sum,Wiz Khalifa,"rap, hip_hop, techno",Rap,0.819,0.832,0.746,0.0215,142.0,https://p.scdn.co/mp3-preview/06da68fde8f979b2b8dddc2dc5bca52e29e58162?cid=774b29d4f13844c495f206cafdad9c86,24aad9Ab17ZWLrORtiJ5er,"['rap', 'hip_hop', 'techno']",[],
The What,The Notorious B.I.G.,"rap, 90s, hip_hop",Rap,0.717,0.706,0.62,0.193,174.172,https://p.scdn.co/mp3-preview/0acbeb56d62ac03bb3ebd5f88dec8caf66630aa3?cid=774b29d4f13844c495f206cafdad9c86,03FWbOg3kJNWHWIoPtNxZH,"['rap', '90s', 'hip_hop']",[],
Many Men (Wish Death),50 Cent,"rap, hip_hop",Rap,0.416,0.826,0.653,0.0153,108.52,https://p.scdn.co/mp3-preview/a37a269d7f6ef4491fad9e8b36fa13e6389dceba?cid=774b29d4f13844c495f206cafdad9c86,0tf55wKWnxyfTFKqE12aCn,"['rap', 'hip_hop']",[],
Sexy Can I,Ray J,"hip_hop, rnb",RnB,0.928,0.672,0.682,0.271,86.086,https://p.scdn.co/mp3-preview/c57b030f4c0a378d9127ee17584e710b068b0946?cid=774b29d4f13844c495f206cafdad9c86,0EpYqM2lbb6Ic6HoKYbw9X,"['hip_hop', 'rnb']",[],
Drop It Low,Ester Dean,"dance, rap, hip_hop",,0.386,0.714,0.723,0.0019,88.047,https://p.scdn.co/mp3-preview/1bc6fa4ee7eafbe619f9405f2a9227c998aa34f3?cid=774b29d4f13844c495f206cafdad9c86,2c2hHOyc46BTx3dSq1NB74,"['dance', 'rap', 'hip_hop']",['dance'],dance
The 6th Sense,Common,"rap, hip_hop",,0.778,0.897,0.748,0.0557,98.597,https://p.scdn.co/mp3-preview/44c5cd9c2bed47df79a2c2d187d9969b06043feb?cid=774b29d4f13844c495f206cafdad9c86,02EAmi2XkBKHONUxrDSgCE,"['rap', 'hip_hop']",[],
What's Golden,Jurassic 5,"rap, hip_hop",,0.786,0.808,0.833,0.0643,94.008,https://p.scdn.co/mp3-preview/95ce1ccb8d77e510518d14c27cf7e0754abe4f63?cid=774b29d4f13844c495f206cafdad9c86,0SADXPubFbFXu7ZR3M86io,"['rap', 'hip_hop']",[],
Steve Biko (Stir It Up),A Tribe Called Quest,"rap, 90s, hip_hop",Rap,0.371,0.493,0.816,0.0122,95.203,https://p.scdn.co/mp3-preview/c2b83814a00869495c61fe023444b821520758a0?cid=774b29d4f13844c495f206cafdad9c86,11HkF6A1gNXpTkD2nngZqU,"['rap', '90s', 'hip_hop']",[],
Jerusalem,Matisyahu,"hip_hop, reggae",,0.909,0.653,0.799,0.435,176.081,https://p.scdn.co/mp3-preview/b46a7433c33028aa07b805773c1dae48e1e1a68d?cid=774b29d4f13844c495f206cafdad9c86,1oYMI6rJMPScABwOH3YrEI,"['hip_hop', 'reggae']",[],
What Up Man,The Cool Kids,"rap, hip_hop",Rap,0.613,0.518,0.746,0.124,86.118,https://p.scdn.co/mp3-preview/5ed2608cf3a7badf2cdcb03ddd8aacabf4ebb9c9?cid=774b29d4f13844c495f206cafdad9c86,2GbJjUhlr6aueuDWbxpbkB,"['rap', 'hip_hop']",[],
Wake Up Mr. West,Kanye West,"soul, rap, hip_hop, american, male_vocalists, 00s",Rap,0.679,0.3,0.727,0.817,71.873,https://p.scdn.co/mp3-preview/3f3c5a978fafa0f88ec9febb097538e430495102?cid=774b29d4f13844c495f206cafdad9c86,2G8yOBUvbr65fAAwpnuLgD,"['soul', 'rap', 'hip_hop', 'american', 'male_vocalists', '00s']",[],
Down On Me,Jeremih,"dance, soul, rap, hip_hop, rnb",,0.675,0.574,0.701,0.0353,160.043,https://p.scdn.co/mp3-preview/39ee55befb062296d8b6e3f23705553026865272?cid=774b29d4f13844c495f206cafdad9c86,0AsNDrramKVeVGVILt91ex,"['dance', 'soul', 'rap', 'hip_hop', 'rnb']",['dance'],dance
The Next Movement,The Roots,"rap, 90s, hip_hop",,0.487,0.639,0.782,0.029,95.116,https://p.scdn.co/mp3-preview/132df14ec7ff83bc38b070cc43bf52215b13dcd5?cid=774b29d4f13844c495f206cafdad9c86,0NSYVDo4ryxNWln7TfEyex,"['rap', '90s', 'hip_hop']",[],
Big Dreams,The Game,"rap, hip_hop",Rap,0.258,0.888,0.347,0.034,73.151,https://p.scdn.co/mp3-preview/5950ea380a629973f0bef1268bb6156b950fc6c0?cid=774b29d4f13844c495f206cafdad9c86,0CmKVB27qZ6JQ67vaY5EHe,"['rap', 'hip_hop']",[],
Brand New,Drake,"hip_hop, rnb",,0.355,0.261,0.327,0.577,77.509,https://p.scdn.co/mp3-preview/37a2b536c38a9b4ba36cb8b73c6c7db8bbe32de1?cid=774b29d4f13844c495f206cafdad9c86,1qCsghZcDWeRNSYrZAyhbi,"['hip_hop', 'rnb']",[],
2 Step,Young Money,"rap, hip_hop, male_vocalists",,0.537,0.483,0.665,0.0411,160.022,https://p.scdn.co/mp3-preview/5b00255ae6aff1b2641c5f3dc52f38d35440b71a?cid=774b29d4f13844c495f206cafdad9c86,5KkMvUR8AdYmcoAIumrAEV,"['rap', 'hip_hop', 'male_vocalists']",[],
Nonstop,Drake,"rap, hip_hop",,0.455,0.405,0.909,0.0306,154.984,https://p.scdn.co/mp3-preview/8d3527c9ba2a39b8161ad437939abf0be399f442?cid=774b29d4f13844c495f206cafdad9c86,2Vx8E3K5icPZR7OCklWBXX,"['rap', 'hip_hop']",[],
She's Crafty,Beastie Boys,"80s, rap, hip_hop, american",Rap,0.699,0.851,0.811,0.0135,96.761,https://p.scdn.co/mp3-preview/b9c2da041b9d98992adb240284da0aed840be5ff?cid=774b29d4f13844c495f206cafdad9c86,2dbFLEQojkH0Z7xBL7uvMl,"['80s', 'rap', 'hip_hop', 'american']",[],
By The Way,Young Jeezy,"rap, hip_hop",,0.338,0.766,0.414,0.0476,69.938,https://p.scdn.co/mp3-preview/8eef20fdca78c0fba13043976c3ba7ca08601475?cid=774b29d4f13844c495f206cafdad9c86,1D1ri9UYf5cW8QEd51ux6r,"['rap', 'hip_hop']",[],
I Know You Got Soul,Eric B. & Rakim,"80s, rap, hip_hop",,0.763,0.738,0.905,0.0356,103.965,https://p.scdn.co/mp3-preview/88f3e9c19767d35d27823078d9e911add81b591d?cid=774b29d4f13844c495f206cafdad9c86,06QbKeVXT8DLa97lWozCjX,"['80s', 'rap', 'hip_hop']",[],
Get Em High,Kanye West,"rap, hip_hop",Electronic,0.701,0.532,0.614,0.59,83.859,https://p.scdn.co/mp3-preview/f917572b1eaa558cfdabaf066370f9ec9fa83736?cid=774b29d4f13844c495f206cafdad9c86,0CEV1sQaXSWekl6PahxVGj,"['rap', 'hip_hop']",[],
I Can Transform Ya,Chris Brown,"dance, rap, hip_hop, rnb",RnB,0.856,0.953,0.541,0.048,111.378,https://p.scdn.co/mp3-preview/e5f66982c27548c679832e7d1ddbfe434323d0c2?cid=774b29d4f13844c495f206cafdad9c86,09e0MTo9ej8eWEqmG0vEeT,"['dance', 'rap', 'hip_hop', 'rnb']",['dance'],dance
My Mom,Eminem,"rap, hip_hop",Rap,0.778,0.88,0.812,0.295,90.098,https://p.scdn.co/mp3-preview/410569b6845121c42bf1a7917deaf08223e86849?cid=774b29d4f13844c495f206cafdad9c86,0GI2qSk6msTSqIj0apGqLo,"['rap', 'hip_hop']",[],
Streets on Fire,Lupe Fiasco,"soul, rap, hip_hop, mellow, chill",,0.46,0.982,0.665,0.299,110.091,https://p.scdn.co/mp3-preview/1144eeec74b4273ac151ed1bad7302369cac5f45?cid=774b29d4f13844c495f206cafdad9c86,1fNpOEgu770UrRTzeVsKZT,"['soul', 'rap', 'hip_hop', 'mellow', 'chill']","['mellow', 'chill']",mellow chill
Tipsy,J-Kwon,"dance, rap, hip_hop, rnb, 00s",,0.536,0.715,0.871,0.119,152.409,https://p.scdn.co/mp3-preview/e3d8ad9f2d21ba263ace6ffaf04c9eb34e300b63?cid=774b29d4f13844c495f206cafdad9c86,2NWz1F9SyqORMcWHE9klS5,"['dance', 'rap', 'hip_hop', 'rnb', '00s']",['dance'],dance
I Ain't Goin' Out Like That,Cypress Hill,"rap, 90s, hip_hop",Rap,0.379,0.632,0.766,0.0023,100.856,https://p.scdn.co/mp3-preview/e369345e8fb6de5a1ac857f0d97a9b9db490c816?cid=774b29d4f13844c495f206cafdad9c86,0aCPsiAxPCNDOxqz7t8jT2,"['rap', '90s', 'hip_hop']",[],
Slow Jamz,Twista,"rap, hip_hop, rnb, 00s",,0.59,0.744,0.569,0.369,145.063,https://p.scdn.co/mp3-preview/2310554196d0908dea2f6a122fbcc2048c36a35a?cid=774b29d4f13844c495f206cafdad9c86,32UioUCnMFsr2UN7SvDyXj,"['rap', 'hip_hop', 'rnb', '00s']",[],
The Cool,Lupe Fiasco,"rap, hip_hop",,0.41,0.862,0.646,0.157,94.186,https://p.scdn.co/mp3-preview/6da1a5e93b904b8f5c2101d564d9a633478ec4c7?cid=774b29d4f13844c495f206cafdad9c86,4vheUbZGsFWPpbJrir4Ocw,"['rap', 'hip_hop']",[],
Grown Up,Danny Brown,"rap, hip_hop",,0.686,0.766,0.635,0.132,93.603,https://p.scdn.co/mp3-preview/ed0c4a831d9c9d3d89608bf63db3146e0861b952?cid=774b29d4f13844c495f206cafdad9c86,5ic68M3jaJTEUcEIh5PcqX,"['rap', 'hip_hop']",[],
Daddy Issues,The Neighbourhood,"indie, hip_hop, american",,0.337,0.521,0.588,0.0678,85.012,https://p.scdn.co/mp3-preview/087accb64df2f5e6bd13e00aa47a9ef84afbdea1?cid=774b29d4f13844c495f206cafdad9c86,5E30LdtzQTGqRvNd7l6kG5,"['indie', 'hip_hop', 'american']",[],
Practice,Drake,"rap, hip_hop, rnb",,0.31,0.239,0.446,0.574,104.675,https://p.scdn.co/mp3-preview/6ba3dd8d46afd3e80378cc9a08a0d72bb145c365?cid=774b29d4f13844c495f206cafdad9c86,0jF2AdhsalO1L7KkhK4LE5,"['rap', 'hip_hop', 'rnb']",[],
Boredom,"Tyler, the Creator","alternative, rap, hip_hop",Rock,0.239,0.578,0.559,0.79,79.938,https://p.scdn.co/mp3-preview/ee5750bdd065b2bab155601ca00994bcfeee1537?cid=774b29d4f13844c495f206cafdad9c86,4k2ix82xyGax7S8u6ODb6B,"['alternative', 'rap', 'hip_hop']",[],
If I Had,Eminem,"rap, 90s, hip_hop",Rap,0.244,0.61,0.794,0.000751,168.18,https://p.scdn.co/mp3-preview/faeb60d029595869b8b72bf02a8d7f2fa586236d?cid=774b29d4f13844c495f206cafdad9c86,0B4CaEJPfXNp972UFFCSUl,"['rap', '90s', 'hip_hop']",[],
Prototype,OutKast,"soul, chillout, hip_hop, rnb, love, beautiful, mellow, chill",,0.182,0.381,0.629,0.317,76.012,https://p.scdn.co/mp3-preview/a8632cafeeaacfa9a75cfc36f5642aca5cb18974?cid=774b29d4f13844c495f206cafdad9c86,0DjwoLhiPRzsU1e0wcHJJu,"['soul', 'chillout', 'hip_hop', 'rnb', 'love', 'beautiful', 'mellow', 'chill']","['chillout', 'love', 'beautiful', 'mellow', 'chill']",chillout love beautiful mellow chill
Marilyn Monroe,Pharrell Williams,"soul, hip_hop, funk, american, rnb, male_vocalists",,0.773,0.546,0.895,0.0367,117.307,https://p.scdn.co/mp3-preview/2de96c87eef54fc9b5696b055d161f230eed6294?cid=774b29d4f13844c495f206cafdad9c86,01kZZsx4MJ6f54rV1bdIPg,"['soul', 'hip_hop', 'funk', 'american', 'rnb', 'male_vocalists']",[],
Another Night,Mac Miller,"chillout, rap, hip_hop",Country,0.568,0.576,0.61,0.608,80.973,https://p.scdn.co/mp3-preview/1ecdda6417b776878e2ed774dc17dee9080cbba6?cid=774b29d4f13844c495f206cafdad9c86,4kCvpSVa2XQUiarE7EE5Fs,"['chillout', 'rap', 'hip_hop']",['chillout'],chillout
Doo Wop (That Thing),Ms. Lauryn Hill,"soul, hip_hop, rnb",,0.635,0.56,0.795,0.00867,99.922,https://p.scdn.co/mp3-preview/48cf13e71ececb6e48bf8219b5f0815d5f75fc89?cid=774b29d4f13844c495f206cafdad9c86,0YfNXMKlh46m6aAhHOrmls,"['soul', 'hip_hop', 'rnb']",[],
Takeover,Jay-Z,"rap, hip_hop, 00s",Rap,0.774,0.801,0.731,0.0363,86.643,https://p.scdn.co/mp3-preview/55efea86f5049f544918ad007d240a4c6540a629?cid=774b29d4f13844c495f206cafdad9c86,135lkyQRwFlWfmHjJTxtld,"['rap', 'hip_hop', '00s']",[],
Feels Like The First Time,XV,"rap, hip_hop",,0.248,0.884,0.399,0.00407,149.522,https://p.scdn.co/mp3-preview/9cc8ddccc9b6ee3f996e655ad38101d98708152d?cid=774b29d4f13844c495f206cafdad9c86,3dGs69rDxqmdTgjH5aBGGP,"['rap', 'hip_hop']",[],
Black Mags,The Cool Kids,"rap, hip_hop",Rap,0.459,0.577,0.749,0.0984,172.035,https://p.scdn.co/mp3-preview/81f2ba3fbf4a0bd785b8d25700d3821ff8707f54?cid=774b29d4f13844c495f206cafdad9c86,1EcgDw8hgBJuVvLqhpjjkz,"['rap', 'hip_hop']",[],
Power Trip,J. Cole,"rap, hip_hop",,0.462,0.643,0.645,0.368,100.059,https://p.scdn.co/mp3-preview/933c38ca844a1d3ae03b61614ad5b33f85f2eb5a?cid=774b29d4f13844c495f206cafdad9c86,098t8Vk7Bnrt2pmfV0r1Pp,"['rap', 'hip_hop']",[],
Bonita Applebum,A Tribe Called Quest,"chillout, rap, 90s, hip_hop, mellow, chill",,0.656,0.454,0.867,0.067,91.895,https://p.scdn.co/mp3-preview/1494e4d5893e6c07116d222668c3dc14553494dc?cid=774b29d4f13844c495f206cafdad9c86,0clYdt74okY5klK5RYvVpa,"['chillout', 'rap', '90s', 'hip_hop', 'mellow', 'chill']","['chillout', 'mellow', 'chill']",chillout mellow chill
Stunt 101,G-Unit,"rap, hip_hop",Rap,0.566,0.766,0.673,0.179,95.904,https://p.scdn.co/mp3-preview/5da02cc9e391275d79cc51a21bff747af877841d?cid=774b29d4f13844c495f206cafdad9c86,0VcTWiaYV2zX4tj3MWpkSW,"['rap', 'hip_hop']",[],
What Up Gangsta,50 Cent,"rap, hip_hop",Rap,0.329,0.768,0.65,0.00229,82.464,https://p.scdn.co/mp3-preview/2f397870a6c6174249081ab5ffc7af4753942c6a?cid=774b29d4f13844c495f206cafdad9c86,009URRAGdj8xzpsZOg2s5o,"['rap', 'hip_hop']",[],
I Choose You,Wiz Khalifa,"hip_hop, chill",,0.434,0.842,0.588,0.00449,83.559,https://p.scdn.co/mp3-preview/0570c74f42d365dd970b7eca5f1ce898bf177ca9?cid=774b29d4f13844c495f206cafdad9c86,1P6hqyhPGg2fajpq5m2jKq,"['hip_hop', 'chill']",['chill'],chill
The New Style,Beastie Boys,"80s, rap, hip_hop",Rap,0.685,0.791,0.583,0.0282,98.673,https://p.scdn.co/mp3-preview/45d5c631a173a8a3df9bc6292e3c7c03bf23ed18?cid=774b29d4f13844c495f206cafdad9c86,0Mu1MYdE414HeybYSms5KK,"['80s', 'rap', 'hip_hop']",[],
Respiration,Black Star,"rap, hip_hop",,0.533,0.737,0.512,0.277,179.112,https://p.scdn.co/mp3-preview/76c954693b3f08fc5fac7da6b943bb9a117ff39c?cid=774b29d4f13844c495f206cafdad9c86,2gVmZntfwiGZTLKaH3e7Br,"['rap', 'hip_hop']",[],
Still Not a Player,Big Punisher,"rap, 90s, hip_hop",,0.898,0.554,0.879,0.234,94.122,https://p.scdn.co/mp3-preview/0823d2bf3ce97daac8b158bf5a9c8b0bd82e4861?cid=774b29d4f13844c495f206cafdad9c86,0NjlSELugijtGlExDOjusu,"['rap', '90s', 'hip_hop']",[],
Wait (The Whisper Song),Ying Yang Twins,"rap, hip_hop",,0.594,0.507,0.931,0.00119,101.987,https://p.scdn.co/mp3-preview/d6239580b391733be7b86fed3c42a71002b6b314?cid=774b29d4f13844c495f206cafdad9c86,1Do4Qk8sGK8EjcAYKBzRop,"['rap', 'hip_hop']",[],
I Do It,Big Sean,"rap, hip_hop",,0.624,0.885,0.498,0.189,146.358,https://p.scdn.co/mp3-preview/ae6587ab3c6c4bcb6edb262e2c032727bdca3bc8?cid=774b29d4f13844c495f206cafdad9c86,11V9nU1Fr72KbhpyIhMaXw,"['rap', 'hip_hop']",[],
Gucci Gang,LIL PUMP,"rap, hip_hop",,0.699,0.523,0.936,0.239,119.889,https://p.scdn.co/mp3-preview/c1136bf2d8c9c35a8b4e519ebca83813e8dfd180?cid=774b29d4f13844c495f206cafdad9c86,43ZyHQITOjhciSUUNPVRHc,"['rap', 'hip_hop']",[],
